id,filename,url,desc,createTime,downloadTime,author,collectCount,commentCount,diggCount,playCount,shareCount,correctedUrl,days_since_posted,virality,virality_log,frame_rate,duration,total_frames,height,width,is_viral,virality_score
7327066377250983210,insaneshayne_7327066377250983210.mp4,https://www.tiktok.com/@footballfan2236/video/7335287271429524738,Replying to @Pay pay:) Shedding Tackles😤🏈 #funny #football #skit #comedyskit #blue42 ,2024-01-22 23:20:10,01:12.7,insaneshayne,10500,438,184300,2600000,8242,https://www.tiktok.com/@insaneshayne/video/7327066377250983210,96.08326140442132,-0.650127898283852,-1.0501876149503249,30.0,23.7,711,1024,576,0,0.6571125275023406
7334823794130816302,vunityi_7334823794130816302.mp4,https://www.tiktok.com/@micahdaileywhite/video/7336705420238621994,#kohnnie // popstar but im ur bfs favorite dj‼️ // #kohnnie4lyfe #kohnnieedit #kohnnieisreal #kohnnieforever #kohnnie4life #kohnniemde101 #kohnniemde #fyp #fup #viral #jakewebbersfeet #vunityl_ #vunityl ,2024-02-12 21:02:57,01:15.3,vunityi,58800,1791,321500,1500000,2320,https://www.tiktok.com/@vunityi/video/7334823794130816302,75.17855075627315,-0.3153790652856176,-0.3788899738701267,56.23641931216931,13.034258,733,576,576,1,0.6570676003898194
7334200990612196654,itavarus_7334200990612196654.mp4,https://www.tiktok.com/@ligue1ubereats/video/7352131454039543046,#fyp #itavarus #trending ,2024-02-11 04:46:04,01:16.8,itavarus,36200,4323,287300,1500000,3187,https://www.tiktok.com/@itavarus/video/7334200990612196654,76.85694195997685,-0.3397637791827095,-0.415157597667061,30.0,9.6,288,1024,576,1,0.6621643947974043
7341080338803821866,tbhcacagirl_7341080338803821866.mp4,https://www.tiktok.com/@msorangecat/video/7342197653641465130,#foryoupage 😂my teacher @ the end,2024-02-29 17:41:49,01:18.3,tbhcacagirl,249000,13800,2800000,17500000,12800,https://www.tiktok.com/@tbhcacagirl/video/7341080338803821866,58.31822668219908,1.563848007406295,0.9415092578186016,30.0,8.3,249,1024,576,1,0.7878980586604396
7345677102655753514,tierany.neighbors_7345677102655753514.mp4,https://www.tiktok.com/@cristoferxnn/video/7329172073824226566,bc y is u playin #punchingmachine #boxing #fypシ ,2024-03-13 02:59:03,01:19.8,tierany.neighbors,195300,13300,3900000,34800000,72600,https://www.tiktok.com/@tierany.neighbors/video/7345677102655753514,45.93125908960648,2.981726845715996,1.38171560603044,29.97,12.645979,379,1024,576,1,0.8245804398103495
7344173309132606763,hopecoreeveryday_7344173309132606763.mp4,https://www.tiktok.com/@yourgirisfavorite/video/7338980593314614570,kindness >> #hopecore #corecore #positivity #wholesome #viral ,2024-03-09 01:43:36,01:21.1,hopecoreeveryday,227300,9343,2600000,13200000,13300,https://www.tiktok.com/@hopecoreeveryday/video/7344173309132606763,49.98365492293982,1.4615335220043602,0.9007845386504476,30.0,61.3,1839,1024,576,1,0.77816719663381
7336487071323786539,icm_triplets_7336487071323786539.mp4,https://www.tiktok.com/@kreo444/video/7337957506213514542,dc: @ari_cryztal  #cleared #dance #dancechallenge #pourtoi #fyp #triplets #slide ,2024-02-17 08:38:04,01:22.8,icm_triplets,1600000,57700,12900000,109000000,111300,https://www.tiktok.com/@icm_triplets/video/7336487071323786539,70.69583084886574,8.948077792083508,2.2973793457822667,30.0,15.0,450,1024,576,1,0.8900954550754399
7347379829785890079,david_5o2_7347379829785890079.mp4,https://www.tiktok.com/@kovubp/video/7328823597110168878,Miguel ya no será lavaplatos ahora sera dishwasher 😂😂,2024-03-17 17:07:03,01:24.3,david_5o2,7614,1428,101900,6600000,5829,https://www.tiktok.com/@david_5o2/video/7347379829785890079,41.34237020071759,0.2935787011722539,0.2574125643742293,60.0,88.833333,5330,1024,576,1,0.6662797145603405
7322378645501152558,jacqui_olivera.s04_7322378645501152558.mp4,https://www.tiktok.com/@shaiel.luciana/video/7358264665798987014,#mexicantiktok #fyp ,2024-01-10 08:09:11,01:28.0,jacqui_olivera.s04,270900,29800,3700000,17200000,79900,https://www.tiktok.com/@jacqui_olivera.s04/video/7322378645501152558,108.71588871923612,1.4889130595246616,0.911846092893778,30.098360655737704,5.083333,153,1024,576,1,0.8140818146901233
7328613541236329770,shlatfish_7328613541236329770.mp4,https://www.tiktok.com/@martin_cat00/video/7357632248432086277,What is going on in this classroom💀,2024-01-27 03:24:01,01:30.3,shlatfish,866400,54100,5500000,32600000,138200,https://www.tiktok.com/@shlatfish/video/7328613541236329770,91.91392112664352,3.3256015768614526,1.4645512236272626,29.940357852882705,16.766667,502,1024,576,1,0.8452848117655173
7351511783880035630,plasma_7351511783880035630.mp4,https://www.tiktok.com/@user27204029183/video/7346661043176754474,no way i hit that 😳 #fortnite #fortniteclips #fortnitememes #fortnitefunny #fyp ,2024-03-28 20:20:55,01:32.0,plasma,48200,1294,275000,2400000,11500,https://www.tiktok.com/@plasma/video/7351511783880035630,30.207740571087964,0.4354510568028669,0.3614791251199024,29.97,8.708709,261,1024,576,1,0.6744142257156787
7339648380508835114,horroriginz_7339648380508835114.mp4,https://www.tiktok.com/@skyfyourloss/video/7334627235481046277,"An American pilot just found an unknown island in the Pacific Ocean! And what he saw, it’s terrifying! 😱 #usa🇺🇸 #horror #theory #jumpersjumppodcast #conspiracytiktok ",2024-02-25 21:04:35,01:33.8,horroriginz,72100,5635,495500,7500000,239800,https://www.tiktok.com/@horroriginz/video/7339648380508835114,62.17741649701389,1.1360581933493958,0.7589621648042678,60.0,61.266667,3676,1024,576,1,0.7466067122487812
7342686891881368875,fiji_w1_7342686891881368875.mp4,https://www.tiktok.com/@divinezay/video/7335938551877618987,silly grandma should I put her in a home? 🤦‍♂️ #silly #fyp #grandma   #horror #scary #creepy ,2024-03-05 01:35:41,01:36.7,fiji_w1,620900,43300,4800000,34800000,157800,https://www.tiktok.com/@fiji_w1/video/7342686891881368875,53.989152608125,3.7260568533255216,1.553091208596192,30.0,9.133333,274,1024,576,1,0.8430951439313041
7324875128263707947,niekarichard_7324875128263707947.mp4,https://www.tiktok.com/@stella_sen/video/7342108147554733318,To my office 👉🏾 @Adro💰©️ #principalrichard ,2024-01-17 01:36:46,01:37.8,niekarichard,1000000,134500,11600000,63700000,157600,https://www.tiktok.com/@niekarichard/video/7324875128263707947,101.9884002933102,7.115080816815831,2.0937241598591494,30.0,66.166667,1985,1024,576,1,0.8841196211452026
7323350781749431594,thebluerio_7323350781749431594.mp4,https://www.tiktok.com/@official_nct/video/7343886046939172103,hi babe🥰 #indianringneck #talkingparrot #Love #babe #fyp #foryoupage ,2024-01-12 23:01:36,01:41.3,thebluerio,326700,23500,4700000,35400000,283200,https://www.tiktok.com/@thebluerio/video/7323350781749431594,106.09615492293982,3.2984518036920725,1.458254912214512,30.0,8.1,243,1024,576,1,0.8441491864774184
7340709646795017515,khaylena__7340709646795017515.mp4,https://www.tiktok.com/@karlitaae/video/7343317937270295839,I guess he wasn’t scared lol 😳😂 #fyp #funny #boymom #toddler ,2024-02-28 17:44:26,01:42.5,khaylena_,910000,48800,10300000,54400000,362100,https://www.tiktok.com/@khaylena_/video/7340709646795017515,59.316409552569446,7.3776174138682045,2.12556355591377,30.0,11.766667,353,1024,576,1,0.8787602480490369
7344409380407872810,pitts_prodzz_7344409380407872810.mp4,https://www.tiktok.com/@thesmilyfam/video/7350865102318456110,The Art of NFL Jukes 😳😳 #nfl #football #edit #jukes ,2024-03-09 16:59:34,01:44.4,pitts_prodzz,15600,452,108500,1300000,2880,https://www.tiktok.com/@pitts_prodzz/video/7344409380407872810,49.34756695997686,-0.0075136072816883,-0.0075419766222705,30.0,61.166667,1835,1024,576,0,0.621074411798622
7335015032805199146,walcolmx_7335015032805199146.mp4,https://www.tiktok.com/@whoknowspraise/video/7353764009809595654,This legit made me laugh out loud 😭 he hella goofy 😂😂😂😂😂 #naruto #fyp #viral ,2024-02-13 09:27:11,01:49.6,walcolmx,118500,4511,582500,4400000,5120,https://www.tiktok.com/@walcolmx/video/7335015032805199146,74.66172205256944,-0.0861909039798064,-0.090133595842326,37.025036818851255,11.316667,419,1024,576,1,0.7062401156822141
7339676616181779755,edmondx_7339676616181779755.mp4,https://www.tiktok.com/@thewashedathlete/video/7335639233429835050,Replying to @fifa creator lfc2005 fake everything #fyp #edmondx ,2024-02-25 22:54:19,32:45.3,edmondx,26500,1609,163800,1700000,1573,https://www.tiktok.com/@edmondx/video/7339676616181779755,62.10121279331019,-0.1727538770644546,-0.189653018881582,30.0,13.533333,406,1024,576,1,0.6393215071424059
7332664062075014431,mehhzers_7332664062075014431.mp4,https://www.tiktok.com/@repx_kick/video/7338458154289859886,a toaster could probably run better fps than that 💀 #fyp #poppyplaytime #foryou #meme ,2024-02-07 01:21:46,32:46.9,mehhzers,27000,3814,145900,1200000,1205,https://www.tiktok.com/@mehhzers/video/7332664062075014431,80.99881695997685,-0.4832008256545202,-0.6601009241437369,25.0561797752809,8.9,223,1024,576,1,0.6320930528452475
7322134362437274911,expiredff2_7322134362437274911.mp4,https://www.tiktok.com/@chaadcrb/video/7342211776030838062,i guess its his fault not mine 🤷 #footballfusion #roblox #football #footballfusionroblox #footballfusion2 #footballfusionleague #footballfusionclips #footballshowdown #fyp #expiredff2 #ultimatefootball ,2024-01-09 16:22:08,32:48.4,expiredff2,2775,477,34000,587900,154,https://www.tiktok.com/@expiredff2/video/7322134362437274911,109.37356233034724,-1.0154732310030652,,60.0,27.133333,1628,1024,576,0,0.5521307868704637
7346731539478089002,eric_ali18_7346731539478089002.mp4,https://www.tiktok.com/@sully.sfc/video/7335274463421795627,#fypp #fyp #foryoupage He really been gone for 8 months but he said he coming n shi n soon🙏,2024-03-15 23:10:56,32:51.5,eric_ali18,161900,10200,1100000,4500000,13300,https://www.tiktok.com/@eric_ali18/video/7346731539478089002,43.08967344145833,0.6895848439057808,0.5244828442633538,30.0,5.2,156,1024,576,1,0.7350265376968
7354589479497125126,brinfaty_7354589479497125126.mp4,https://www.tiktok.com/@overtimeeur/video/7325513364329975082,Every moment they have at the airport 🖤💓 >> btw what is your favorite ship? #chaesoo#jenlisa#chaennie#lisoo#jensoo#chaelisa#Blackpink ,2024-04-06 03:23:25,32:52.9,brinfaty,29,1,345,2244,5,https://www.tiktok.com/@brinfaty/video/7354589479497125126,21.914337793310185,0.3259508109474739,0.2821297952592191,30.0,17.9,537,768,576,0,0.26347334150242907
7335884673895107882,_she3m_7335884673895107882.mp4,https://www.tiktok.com/@xavier61__/video/7334382042429279531,#viral #fyp #viralvideo #relatable #fyppppppppppppppppppppppp #you #following #xybca #basketball ,2024-02-15 17:40:02,32:55.1,_she3m,41900,2787,507800,4200000,4251,https://www.tiktok.com/@_she3m/video/7335884673895107882,72.319465108125,-0.0984665738503553,-0.1036581586571605,30.0,7.833333,235,1024,576,1,0.6975057397092039
7322128927617584414,expiredff2_7322128927617584414.mp4,https://www.tiktok.com/@ilja643/video/7327196613720427781,like bro can i play the game 😭😭😭 #footballfusion #roblox #football #footballfusionroblox #footballfusion2 #footballfusionleague #footballfusionclips #footballshowdown #fyp #expiredff2 #ultimatefootball ,2024-01-09 16:01:11,32:56.6,expiredff2,12100,542,143200,1400000,386,https://www.tiktok.com/@expiredff2/video/7322128927617584414,109.38811094145834,-0.9445948661138428,-2.893083020097227,60.0,22.383333,1343,1024,576,0,0.6138982175556861
7329263535890943278,prxff2_7329263535890943278.mp4,https://www.tiktok.com/@christianprogressivecol3/video/7328910000091417862,Lamar just caught his own pass in ROBLOX dawg 💀😭 // #roblox #footballtiktok #footballfusionleague #footballfusionclips #footballfusion #footballfusionroblox ,2024-01-28 21:26:18,32:59.2,prxff2,2243,196,20500,445700,118,https://www.tiktok.com/@prxff2/video/7329263535890943278,90.16233547849538,-0.7246479013113408,-1.289704641408162,30.0,11.766667,353,1024,576,0,0.526476193398762
7335924883353898282,xenoicxavier_7335924883353898282.mp4,https://www.tiktok.com/@gavinmagnus/video/7352986389891321131,it’s just not possible🤣 #relatable #funny #memes ,2024-02-15 20:16:05,33:01.2,xenoicxavier,85200,2755,691900,4600000,6968,https://www.tiktok.com/@xenoicxavier/video/7335924883353898282,72.21109705256944,0.0025243111130758,0.0025211303914076,30.0,9.433333,283,1024,576,1,0.7110139238148147
7321441003280387359,expiredff2_7321441003280387359.mp4,https://www.tiktok.com/@txt.bighitent/video/7349465016015392008,bro is trash #footballfusion #football #roblox #footballfusionroblox #footballfusion2 #footballfusionleague #footballfusionclips #footballshowdown #fyp #expiredff2 #ultimatefootball ,2024-01-07 19:30:58,33:02.6,expiredff2,18200,1517,136600,1500000,1393,https://www.tiktok.com/@expiredff2/video/7321441003280387359,111.24242807108796,-0.964478562239756,-3.337618884193016,60.0,16.85,1011,1024,576,1,0.6308914990614023
7321432248291577119,expiredff2_7321432248291577119.mp4,https://www.tiktok.com/@dareeldwight12/video/7329476786994122026,help me dawg 😭😭😭 #footballfusion #football #roblox #footballfusionroblox #footballfusion2 #footballfusionleague #footballfusionclips #footballshowdown #fyp #expiredff2 #ultimatefootball ,2024-01-07 18:57:12,33:05.7,expiredff2,20700,1244,202100,1600000,1683,https://www.tiktok.com/@expiredff2/video/7321432248291577119,111.26587714516204,-0.9348855967556494,-2.7316095062462447,60.0,11.183333,671,1024,576,1,0.6422311052830054
7336687273955593502,aceskeys_7336687273955593502.mp4,https://www.tiktok.com/@feelsrelatablee/video/7350372826014125355,#aceskey #thestrongestbattlegrounds #roblox ,2024-02-17 21:34:16,33:07.5,aceskeys,3418,289,18000,303700,47,https://www.tiktok.com/@aceskeys/video/7336687273955593502,70.15680307108796,-0.4150476448333972,-0.5362248792266897,51.82004926108375,13.54688,702,1024,576,0,0.5100235536351869
7321381040122105118,alexff2x_7321381040122105118.mp4,https://www.tiktok.com/@godfirst1713/video/7334522524002241797,what was bro thinking 😭 #footballfusion #footballfusion2 #roblox #alexff2 #viral #clip #funny #lol #cool ,2024-01-07 15:38:41,33:09.3,alexff2x,2744,229,15700,168500,406,https://www.tiktok.com/@alexff2x/video/7321381040122105118,111.40373594145834,-1.06792351124772,,30.0,14.033333,421,1024,576,0,0.5106188052130203
7329983807220665646,ac1d1x_7329983807220665646.mp4,https://www.tiktok.com/@murdafuckingb/video/7333303785290435886,whos next💁‍♂️ ac @Drewx ✮ #fyp #foryou #roblox #robloxfyp #robloxbaddies #baddies #robloxedit #edit #baddiesedit #robloxfight #videostar #videostarpro #vsp #ac1d1xx #ac1d1xedit ,2024-01-30 20:01:37,33:11.8,ac1d1x,23100,1183,76400,464700,1354,https://www.tiktok.com/@ac1d1x/video/7329983807220665646,88.22114334886575,-0.6604161839597091,-1.080034481627843,60.0,10.233333,614,720,576,0,0.5903526111132339
7343797556863896878,nbayongboi_7343797556863896878.mp4,https://www.tiktok.com/@1luhfern_/video/7330689883935182122,I'm still the best drifter ☝️😎 #gta5_funny #gta5 #gtadrifting #gtadrift #gtaonline #gtao #memes #fypp ,2024-03-08 01:25:23,33:13.3,nbayongboi,27900,1347,166100,1000000,3079,https://www.tiktok.com/@nbayongboi/video/7343797556863896878,50.99630538590278,-0.0134585754473364,-0.0135499629640187,60.0,10.183333,611,1024,576,1,0.6330271764577833
7326613996885282094,jorwels_7326613996885282094.mp4,https://www.tiktok.com/@realpeterbotfn/video/7329600546426637614,#CapCut #jorwels #roblox #ultimatefootball #footballfusion #xyzbca #fypシ ,2024-01-21 18:04:50,33:14.8,jorwels,4229,188,27900,421900,255,https://www.tiktok.com/@jorwels/video/7326613996885282094,97.3022428859028,-0.8341288941800364,-1.796544263199385,60.0,12.433333,746,1024,576,0,0.5389675021035275
7337367567771733290,rotterz.movie_7337367567771733290.mp4,https://www.tiktok.com/@clippinguru/video/7344155332807150894,#fyp #foryou #tiktok ,2024-02-19 17:34:10,33:38.3,rotterz.movie,489,31,6872,154200,19,https://www.tiktok.com/@rotterz.movie/video/7337367567771733290,68.32353918219908,-0.396745609241053,-0.5054162959971485,23.976,132.298966,3172,1024,576,0,0.45188475786090715
7326589709415697707,squanchychif_7326589709415697707.mp4,https://www.tiktok.com/@ej.officiall/video/7344057379077491999,#fyp #foryou #tiktok ,2024-01-21 16:30:28,33:44.0,squanchychif,7220,128,132300,1000000,102,https://www.tiktok.com/@squanchychif/video/7326589709415697707,97.3677752933102,-0.7753442072088449,-1.4931858579486283,23.976,94.427761,2264,1024,576,0,0.5854180124673373
7344612038934596906,energeticchildren_7344612038934596906.mp4,https://www.tiktok.com/@bhutiomdala_/video/7350462695952469253,#kefutk #jiexi ,2024-03-10 06:06:29,33:47.4,energeticchildren,21300,391,556900,6100000,554,https://www.tiktok.com/@energeticchildren/video/7344612038934596906,48.801097052569446,0.3224811265943986,0.2795096136423599,30.0,90.633333,2719,768,576,0,0.6791133341803518
7337747173372710190,rotterz.movie_7337747173372710190.mp4,https://www.tiktok.com/@futileryan/video/7344205703462014239,#fyp #tiktok #foryou ,2024-02-20 18:06:49,33:53.6,rotterz.movie,512,18,9658,230300,16,https://www.tiktok.com/@rotterz.movie/video/7337747173372710190,67.30086557108797,-0.3772685825583891,-0.4736399648007335,23.976,150.483817,3608,1024,576,0,0.4642031070467141
7331762952833387819,xxmovies6_7331762952833387819.mp4,https://www.tiktok.com/@ramovie3/video/7332702420851494190,#movie #foryou ,2024-02-04 15:05:39,34:07.5,xxmovies6,429,10,8497,245900,16,https://www.tiktok.com/@xxmovies6/video/7331762952833387819,83.42667575627316,-0.6310437284384859,-0.9970771472172616,23.976,92.92626,2228,1024,576,0,0.4591971967701996
7321403905382944046,rotterz.movie_7321403905382944046.mp4,https://www.tiktok.com/@jaysurge/video/7328091790995754283,#foryou #fyp #tiktok ,2024-01-07 17:07:00,34:13.1,rotterz.movie,3825,107,76200,930100,125,https://www.tiktok.com/@rotterz.movie/video/7321403905382944046,111.34240492293982,-1.020566661840584,,60.0,110.6,6636,1024,576,0,0.5709912109100396
7337745517457280298,rotterz.movie_7337745517457280298.mp4,https://www.tiktok.com/@sophia_j0hnson/video/7332490707220958494,#fyp #tiktok #foryou ,2024-02-20 18:00:25,34:16.7,rotterz.movie,4439,86,104600,1100000,69,https://www.tiktok.com/@rotterz.movie/video/7337745517457280298,67.30531001553241,-0.3110998657398857,-0.3726589614924349,23.976,125.917584,3019,1024,576,0,0.5761288595709104
7336622483207884075,rotterz.movie_7336622483207884075.mp4,https://www.tiktok.com/@chrisbrownofficial/video/7335556823442984238,#fyp #foryou #tiktok ,2024-02-17 17:22:36,34:21.4,rotterz.movie,5280,137,98000,1600000,92,https://www.tiktok.com/@rotterz.movie/video/7336622483207884075,70.33157158960648,-0.3459175336365648,-0.424521840117355,23.976,105.063397,2519,1024,576,0,0.5874827192425637
7334736505539251499,jacob.bowman1_7334736505539251499.mp4,https://www.tiktok.com/@camfant/video/7332552021909835050,#foryou #tiktok #fypシ ,2024-02-12 15:24:37,34:28.5,jacob.bowman1,17400,279,257500,2400000,193,https://www.tiktok.com/@jacob.bowman1/video/7334736505539251499,75.41350445997686,-0.3344825385938488,-0.4071904034654098,25.0,97.12,2428,1024,576,0,0.6299445637483126
7346622034249616683,clarence.movie_7346622034249616683.mp4,https://www.tiktok.com/@josh.summerhays/video/7326992263333088518,#fyp #thebigbangtheory #tiktok #foryou #movie ,2024-03-15 16:06:04,34:34.0,clarence.movie,2873,42,72200,793000,68,https://www.tiktok.com/@clarence.movie/video/7346622034249616683,43.38471973775463,0.0423261899241482,0.0414549364973965,23.976,78.703704,1887,1024,576,0,0.5558770333501704
7324745920124292394,rotterz.movie_7324745920124292394.mp4,https://www.tiktok.com/@nolimitjay_/video/7331191721574862123,#foryou #fyp #tiktok ,2024-01-16 17:15:33,34:37.2,rotterz.movie,9043,218,147800,1800000,188,https://www.tiktok.com/@rotterz.movie/video/7324745920124292394,102.33646742293982,-0.8220209953168084,-1.7260896868648683,23.976,121.371371,2910,1024,576,0,0.6086297290621033
7346621976359849258,clarence.movie_7346621976359849258.mp4,https://www.tiktok.com/@loz_boyz/video/7332280917681065247,#fyp #thebigbangtheory #tiktok #foryou #movie ,2024-03-15 16:06:03,34:40.7,clarence.movie,5453,74,153400,2100000,138,https://www.tiktok.com/@clarence.movie/video/7346621976359849258,43.3847313118287,0.1160467124726029,0.1097927201374409,23.976,86.50317,2074,1024,576,0,0.6038749603905886
7333250940511718698,xxmovies6_7333250940511718698.mp4,https://www.tiktok.com/@nunzcemeyy/video/7330937744916516114,#movie #foryou ,2024-02-08 15:19:52,34:48.4,xxmovies6,2200,134,53300,804900,72,https://www.tiktok.com/@xxmovies6/video/7333250940511718698,79.41680307108797,-0.5315968009680953,-0.7584258175809903,23.976,100.225225,2403,1024,576,0,0.5560080322474162
7328918215302630702,micahdaileywhite_7328918215302630702.mp4,https://www.tiktok.com/@yatziriallison/video/7353108629060373791,When the security guard is super old #fyp ,2024-01-27 23:06:15,35:14.3,micahdaileywhite,16900,456,166300,1200000,520,https://www.tiktok.com/@micahdaileywhite/video/7328918215302630702,91.09292575627316,-0.6531275554130278,-1.0587981614650508,60.0,6.0,360,1024,576,0,0.6157642929487639
7328615913161329963,omarnutro_7328615913161329963.mp4,https://www.tiktok.com/@o0_ii.m4xx.ii_0o/video/7335361822704373035,Bro still a menace #safeenvironment ,2024-01-27 03:33:07,35:16.1,omarnutro,22400,713,170600,1200000,1837,https://www.tiktok.com/@omarnutro/video/7328615913161329963,91.90760168219909,-0.6574871446127759,-1.0714460880069423,30.0,11.966667,359,1024,576,1,0.6294664639037407
7322233046894185774,paulisknown_7322233046894185774.mp4,https://www.tiktok.com/@igorgorbatkov3/video/7331963288437181701,#fyp #foryou #foryourpage #paulisknown #viral ,2024-01-09 22:44:17,35:18.0,paulisknown,21800,937,169600,903900,900,https://www.tiktok.com/@paulisknown/video/7322233046894185774,109.10818038590278,-0.9402551054643752,-2.8176715389238423,15.637860082304528,12.15,190,1024,576,0,0.6190978086480278
7331519411301420331,omarnutro_7331519411301420331.mp4,https://www.tiktok.com/@garrett.vtg/video/7341588065133120810,Came back and freed bro😔,2024-02-03 23:20:13,35:19.7,omarnutro,32500,1085,237400,1900000,973,https://www.tiktok.com/@omarnutro/video/7331519411301420331,84.08322668219908,-0.4871762977051476,-0.667823153120034,29.346049046321525,24.466667,718,1024,576,1,0.6444421107858859
